,dataset,subset,transform,group,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,kstest_stat_initial,kstest_stat_cutoff_0.05,best_r,best_eta,kstest_stat_best,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma,orientation,channel,github_plot,dataset_type,hull,best_beta,best_1/beta,kstest_stat_cutoff_0.10,kstest_stat_cutoff_0.20,beat_all_priors
10,agriVision,full,fourier,32,0.013910068,0.0078334445,0.032692194,1185.7649,81.10659,2850.0388,5963400.0,0.1,2.3,0.0097592945074777,0.0001758642001808,0.09,2.7,0.0095853839921214,0.0377112,0.0443252,0.0,0.0333945,0.0223721,0.0,0.0268151,0.0135014,0.0,0.0,,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/blue/plots/compare_cdf_pdf_layer_32.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB44D1110>,46.66666666666667,0.021428571428571425,0.0005011367391798227,0.00043926195195876776,1
11,agriVision,full,fourier,2,986.1183,606.2636,1555.9465,356.08157,99.1333,600.4443,4500.0,0.1,3.0,0.0085416320535114,0.0063984224173442,0.09,3.3,0.0081382433920315,10.2114,0.0459898,3.7918199999999984e-83,9.02122,0.0200047,4.48717e-16,7.16103,0.017295,4.01665e-12,0.0051275506,,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/gray/plots/compare_cdf_pdf_layer_2.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB5CC2ED0>,53.333333333333336,0.01875,0.018206824831337,0.01595455206222726,1
12,agriVision,full,fourier,5,583.5667,329.2523,1187.5143,813.59064,103.77999,2060.548,11700.0,0.1,2.6,0.0075943339790551,0.0039690102483117,0.1,2.5,0.0065958305621486,7.08168,0.0428075,9.710739999999998e-187,6.27091,0.0185558,2.0035000000000003e-35,4.99393,0.0125882,1.55985e-16,7.5491183e-05,,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/gray/plots/compare_cdf_pdf_layer_5.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB1F2F290>,40.0,0.025,0.01130018835300285,0.009903321860353797,1
13,agriVision,full,fourier,8,195.3765,114.556244,365.5742,612.8061,92.325806,1727.8018,18900.0,0.1,3.0,0.0066852084886332,0.0031230403979095,0.11,2.7,0.0059772621419063,4.71822,0.0376718,1.74628e-233,4.18464,0.0140491,7.824950000000002e-33,3.31949,0.00867425,8.83588e-13,2.716991e-06,,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/gray/plots/compare_cdf_pdf_layer_8.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB5CC0950>,38.18181818181818,0.02619047619047619,0.008893343461069096,0.007794282366859325,1
14,agriVision,full,fourier,11,117.89767,48.12065,487.72107,5769.239,83.0579,6259.8403,49500.0,0.1,3.6,0.0044319087240894,0.0019299803152697,0.1,3.5,0.0041659888987544,3.45506,0.0339408,0.0,3.05959,0.0109738,3.31042e-52,2.45115,0.00589595,2.25497e-15,6.8831966e-08,,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/gray/plots/compare_cdf_pdf_layer_11.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB54A1010>,50.0,0.02,0.005497415016855208,0.004818281651430916,1
15,agriVision,full,fourier,14,40.27101,20.443539,131.92311,2610.0828,75.71078,4860.0464,113400.0,0.1,4.1,0.0034550173461658,0.0012751894232635,0.1,4.0,0.003231336423252,2.45161,0.0329121,0.0,2.1587,0.00882331,4.1400299999999985e-77,1.75158,0.00565888,5.720800000000001e-32,1.0360778e-10,,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/gray/plots/compare_cdf_pdf_layer_14.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB48C4E50>,55.0,0.01818181818181818,0.0036328299393132706,0.0031841332588112433,1
16,agriVision,full,fourier,17,24.611858,9.834547,129.4588,11181.922,65.416466,7685.5044,257400.0,0.1,3.8,0.0027420077427902,0.0008464353782179,0.1,3.7,0.0025653769974668,1.75537,0.0344829,0.0,1.54489,0.009403,4.183099999999998e-198,1.25014,0.00674292,4.4298699999999965e-102,3.8589922e-15,,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/gray/plots/compare_cdf_pdf_layer_17.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB4F69190>,52.0,0.019230769230769232,0.0024116067917894107,0.002113785421992925,1
17,agriVision,full,fourier,20,13.320553,5.6687274,65.31008,6724.6265,70.291565,6708.6846,596700.0,0.1,2.9,0.0034436667065671,0.0005559445407404,0.1,2.9,0.0034436667065671,1.21741,0.0394093,0.0,1.07349,0.0141321,0.0,0.862523,0.0100265,0.0,6.8738613e-62,,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/gray/plots/compare_cdf_pdf_layer_20.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB44075D0>,44.0,0.022727272727272728,0.0015840643236142565,0.0013884582018778816,1
18,agriVision,full,fourier,23,6.57903,2.2548687,43.81896,16738.59,63.702858,8285.558,1388700.0,0.1,2.6,0.0049564164624222,0.0003644288842482,0.09,3.0,0.0045103344303996,0.738857,0.0422605,0.0,0.653261,0.0175408,0.0,0.521386,0.0120451,0.0,8.300789699999999e-246,,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/gray/plots/compare_cdf_pdf_layer_23.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB51A1350>,50.0,0.02,0.0010384199263510708,0.0009101997446916571,1
19,agriVision,full,fourier,26,3.9891655,0.64768773,40.324917,32596.104,71.61246,9318.733,3196800.0,0.1,1.8,0.0055038034929381,0.0002401951053511,0.09,2.1,0.0051071475485042,0.347415,0.0479418,0.0,0.3089,0.0227843,0.0,0.243713,0.0179586,0.0,0.0,,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/gray/plots/compare_cdf_pdf_layer_26.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB1FD1A50>,40.0,0.025,0.0006844419453544547,0.000599932950981852,1
20,agriVision,full,fourier,29,0.42680618,0.08100994,3.4509234,26453.193,91.602455,9072.577,7370100.0,0.1,1.2,0.0084054501082635,0.0001581934199511,0.1,1.2,0.0084054501082635,0.102499,0.0555346,0.0,0.0913651,0.0308686,0.0,0.0720789,0.0250519,0.0,0.0,,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/gray/plots/compare_cdf_pdf_layer_29.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB48C4710>,27.0,0.037037037037037035,0.0004507844820295045,0.00039512694248942064,1
21,agriVision,full,fourier,32,0.015852839,0.008302459,0.04424721,1816.9076,91.58009,3932.401,5963400.0,0.1,1.9,0.0107013708719928,0.0001758642001808,0.09,2.3,0.0104945723924541,0.0357101,0.0479485,0.0,0.0316842,0.0256962,0.0,0.0253912,0.0171612,0.0,0.0,,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/gray/plots/compare_cdf_pdf_layer_32.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB1B7FED0>,42.22222222222222,0.02368421052631579,0.0005011367391798227,0.00043926195195876776,1
22,agriVision,full,fourier,2,1142.2483,671.4693,1944.989,473.18463,99.004295,1019.8701,4500.0,0.1,2.6,0.0082095055450042,0.0063984224173442,0.09,3.0,0.0081171700772693,10.8622,0.0464049,1.1973599999999995e-84,9.67312,0.0209995,1.1403e-17,7.65887,0.0180834,3.26044e-13,0.0052881732,,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/green/plots/compare_cdf_pdf_layer_2.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB44D3550>,50.0,0.02,0.018206824831337,0.01595455206222726,1
23,agriVision,full,fourier,5,758.16223,365.14816,2692.9504,2945.4336,101.46221,5367.835,11700.0,0.1,2.1,0.0055914141140801,0.0039690102483117,0.1,2.1,0.0055914141140801,7.58903,0.0450415,1.0595899999999996e-206,6.73951,0.0200227,3.54313e-41,5.31864,0.0154563,1.04089e-24,0.0013249603,,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/green/plots/compare_cdf_pdf_layer_5.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB38172D0>,36.0,0.027777777777777776,0.01130018835300285,0.009903321860353797,1
24,agriVision,full,fourier,8,241.40501,134.15619,529.0408,918.95044,93.30223,2766.5867,18900.0,0.1,2.6,0.0051440190667091,0.0031230403979095,0.1,2.6,0.0051440190667091,5.03773,0.0408071,6.612169999999999e-274,4.4887,0.0158362,1.33188e-41,3.53533,0.0124733,5.69521e-26,9.0282979e-05,,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/green/plots/compare_cdf_pdf_layer_8.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB4D5DE50>,40.99999999999999,0.02439024390243903,0.008893343461069096,0.007794282366859325,1
25,agriVision,full,fourier,11,139.54498,56.528194,599.4603,6517.1216,80.00292,6412.924,49500.0,0.1,2.7,0.003739003164514,0.0019299803152697,0.11,2.4,0.003509800233569,3.65914,0.0381849,0.0,3.24812,0.0129655,1.0421999999999998e-72,2.57974,0.0108059,1.2366999999999998e-50,1.0082278e-05,,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/green/plots/compare_cdf_pdf_layer_11.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB44D3110>,35.45454545454545,0.028205128205128206,0.005497415016855208,0.004818281651430916,1
26,agriVision,full,fourier,14,45.20216,23.660954,126.89979,1856.4797,73.76143,4089.5234,113400.0,0.1,3.1,0.0026551511115235,0.0012751894232635,0.09,3.5,0.00242405125106,2.5369,0.038303,0.0,2.23925,0.0119677,1.671049999999999e-141,1.79904,0.0110816,2.190089999999999e-121,3.2550843e-06,,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/green/plots/compare_cdf_pdf_layer_14.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EA8D8A2D0>,55.55555555555556,0.018,0.0036328299393132706,0.0031841332588112433,1
27,agriVision,full,fourier,17,29.421543,11.309689,173.46356,9698.964,65.2629,7472.824,257400.0,0.1,2.9,0.0020408949448707,0.0008464353782179,0.1,2.9,0.0020408949448707,1.8069,0.0392253,0.0,1.59307,0.0129169,0.0,1.2797,0.0112267,3.2121899999999988e-282,9.7271339e-10,,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/green/plots/compare_cdf_pdf_layer_17.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB3835A10>,44.0,0.022727272727272728,0.0024116067917894107,0.002113785421992925,1
28,agriVision,full,fourier,20,16.877602,6.5359554,89.35799,8663.62,69.64134,7133.971,596700.0,0.1,2.6,0.0033613042945208,0.0005559445407404,0.1,2.6,0.0033613042945208,1.27843,0.0421527,0.0,1.12887,0.0163803,0.0,0.902541,0.0129437,0.0,5.521890399999999e-59,,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/green/plots/compare_cdf_pdf_layer_20.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB5CC3110>,40.99999999999999,0.02439024390243903,0.0015840643236142565,0.0013884582018778816,1
29,agriVision,full,fourier,23,7.1244173,2.4097512,47.371037,16824.38,62.361816,8305.875,1388700.0,0.1,2.2,0.0043591389864826,0.0003644288842482,0.1,2.2,0.0043591389864826,0.747476,0.0448116,0.0,0.662005,0.0195411,0.0,0.526112,0.0148361,0.0,1.2437172e-229,,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/green/plots/compare_cdf_pdf_layer_23.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB4C79210>,37.0,0.02702702702702703,0.0010384199263510708,0.0009101997446916571,1
30,agriVision,full,fourier,26,3.9631805,0.63772917,39.92467,32372.2,72.455315,9320.126,3196800.0,0.1,1.6,0.0061146056687891,0.0002401951053511,0.11,1.2,0.005546004843428,0.329428,0.050555,0.0,0.293436,0.0254123,0.0,0.2307,0.0205968,0.0,0.0,,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/green/plots/compare_cdf_pdf_layer_26.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB5CC2410>,24.545454545454547,0.04074074074074074,0.0006844419453544547,0.000599932950981852,1
31,agriVision,full,fourier,29,0.6209732,0.07980537,5.1764264,37523.438,88.50855,9488.237,7370100.0,0.1,1.0,0.0098277016092854,0.0001581934199511,0.09,1.3,0.0086914446813921,0.0982038,0.0575609,0.0,0.0877212,0.0329762,0.0,0.0689646,0.0271867,0.0,0.0,,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/green/plots/compare_cdf_pdf_layer_29.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB5D6A090>,31.11111111111111,0.03214285714285715,0.0004507844820295045,0.00039512694248942064,1
32,agriVision,full,fourier,32,0.015306049,0.008238434,0.04331681,1880.4244,83.458115,4042.0374,5963400.0,0.1,1.9,0.0110664968445707,0.0001758642001808,0.09,2.2,0.0102615454844775,0.0355469,0.0485112,0.0,0.0315885,0.0261485,0.0,0.0252565,0.0177353,0.0,0.0,,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/green/plots/compare_cdf_pdf_layer_32.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB44D3B90>,41.111111111111114,0.024324324324324322,0.0005011367391798227,0.00043926195195876776,1
33,agriVision,full,fourier,2,1690.4633,778.4258,4474.2686,1951.2109,93.38999,3809.454,4500.0,0.1,2.5,0.006183053503059,0.0063984224173442,0.1,2.7,0.0057471388010437,12.4706,0.0440281,3.0748399999999994e-76,11.1212,0.0186368,5.23269e-14,8.73718,0.0157205,4.32899e-10,0.10192804,,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/red/plots/compare_cdf_pdf_layer_2.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB44D2990>,42.0,0.023809523809523808,0.018206824831337,0.01595455206222726,1
34,agriVision,full,fourier,5,925.18634,445.42334,2432.551,1732.7407,102.45985,3959.4731,11700.0,0.1,2.5,0.0053845433435684,0.0039690102483117,0.1,2.4,0.0051082310707424,8.72666,0.0411729,8.894999999999996e-173,7.77688,0.0162457,2.9763000000000005e-27,6.12865,0.0118778,9.11401e-15,0.0044436289,,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/red/plots/compare_cdf_pdf_layer_5.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB440F650>,39.0,0.02564102564102564,0.01130018835300285,0.009903321860353797,1
35,agriVision,full,fourier,8,286.47913,157.75842,630.31335,997.55035,76.81663,2699.5813,18900.0,0.1,3.1,0.0044803650922471,0.0031230403979095,0.09,3.5,0.0041589093668933,5.99894,0.0371802,1.9353999999999998e-227,5.32111,0.0128825,1.1271399999999999e-27,4.23552,0.00941922,5.40983e-15,0.0028864436,,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/red/plots/compare_cdf_pdf_layer_8.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB48C5BD0>,55.55555555555556,0.018,0.008893343461069096,0.007794282366859325,1
36,agriVision,full,fourier,11,254.84296,72.82956,1635.3556,13976.008,62.87747,8349.733,49500.0,0.1,3.5,0.0035991142652927,0.0019299803152697,0.1,3.5,0.0035991142652927,4.54402,0.035271,0.0,4.01225,0.010895,1.82332e-51,3.21503,0.00701741,1.3372899999999999e-21,5.37705e-06,,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/red/plots/compare_cdf_pdf_layer_11.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB1F2DBD0>,50.0,0.02,0.005497415016855208,0.004818281651430916,1
37,agriVision,full,fourier,14,74.9462,35.321682,283.3247,4449.843,48.65339,6157.9995,113400.0,0.1,3.7,0.0029842795191428,0.0012751894232635,0.1,3.7,0.0029842795191428,3.4072,0.0340964,0.0,3.00945,0.0099531,5.271139999999997e-98,2.41949,0.00625295,6.1251e-39,3.3729484e-09,,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/red/plots/compare_cdf_pdf_layer_14.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB4174890>,52.0,0.019230769230769232,0.0036328299393132706,0.0031841332588112433,1
38,agriVision,full,fourier,17,34.729362,17.269596,129.88573,4455.6323,42.4029,6093.364,257400.0,0.1,3.4,0.0028452465153013,0.0008464353782179,0.1,3.6,0.002641596489521,2.42926,0.0348773,0.0,2.14613,0.00988256,8.787359999999998e-219,1.72537,0.00747353,2.655699999999999e-125,5.0020047e-16,,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/red/plots/compare_cdf_pdf_layer_17.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EAC27B190>,50.99999999999999,0.019607843137254905,0.0024116067917894107,0.002113785421992925,1
39,agriVision,full,fourier,20,15.65689,7.7185473,51.57536,3024.8623,61.90266,4879.5195,596700.0,0.1,3.3,0.0027738405630782,0.0005559445407404,0.09,3.7,0.0024920617604859,1.50087,0.0371943,0.0,1.32294,0.0116724,0.0,1.06519,0.0089226,0.0,1.2964523000000002e-32,,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/red/plots/compare_cdf_pdf_layer_20.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB44D2310>,57.77777777777778,0.01730769230769231,0.0015840643236142565,0.0013884582018778816,1
40,agriVision,full,fourier,23,7.0150595,2.5792458,40.182514,11453.02,71.84764,7815.2046,1388700.0,0.1,3.2,0.0043361039018986,0.0003644288842482,0.1,3.2,0.0043361039018986,0.817089,0.0378003,0.0,0.720995,0.0135631,0.0,0.578034,0.0079408,0.0,3.2412574e-227,,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/red/plots/compare_cdf_pdf_layer_23.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB44D2350>,47.0,0.02127659574468085,0.0010384199263510708,0.0009101997446916571,1
41,agriVision,full,fourier,26,4.446219,0.7659766,42.104828,27543.828,79.598564,9199.39,3196800.0,0.1,2.2,0.0047701897204933,0.0002401951053511,0.09,2.6,0.0045084835287648,0.395229,0.0442178,0.0,0.350297,0.0189799,0.0,0.278421,0.0143438,0.0,0.0,,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/red/plots/compare_cdf_pdf_layer_26.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EAD4A13D0>,45.55555555555555,0.021951219512195124,0.0006844419453544547,0.000599932950981852,1
42,agriVision,full,fourier,29,1.4855361,0.09773385,14.558654,38067.582,100.88522,9678.418,7370100.0,0.1,1.8,0.0066963839522465,0.0001581934199511,0.09,2.1,0.0064292344524385,0.125058,0.0498121,0.0,0.110874,0.0246871,0.0,0.0881296,0.0193296,0.0,0.0,,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/agriVision/full/fourier/red/plots/compare_cdf_pdf_layer_29.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x0000015EB440E210>,40.0,0.025,0.0004507844820295045,0.00039512694248942064,1
