filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,best_augmented_var,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
20,285.6177,285.6177,266.4897,254.42522,235.27063,0.0088143028973453,0.0097243062981111,0.0107436522251574,0.0113571986843287,0.008076627424031313,0.008234805927456845,0.007590631919960733,266.4897,0.008203444556636352,0.008238525796082974,,,,
21,57508.56,57508.56,54204.367,52125.99,48941.637,0.0036177713571793,0.0053724832221203,0.0052882079498601,0.0063681846839085,0.003492451866286328,0.003277931419436997,0.002885011194285303,55489.96,0.0027991512768894555,0.002987601939855422,,,,
22,22854.822,22854.822,21272.375,20325.08,18899.002,0.0059512184036381,0.004354393103677,0.0066714346665849,0.0067573583028437,0.005134030819291091,0.004583208437752839,0.004209252087838067,22854.822,0.004016073087994676,0.003793334039130958,0.0031753465745892884,0.002606627859097932,,
23,8368.242,8368.242,7714.314,7321.1504,6737.9604,0.0034628420891471,0.0065982747392774,0.007604775499892,0.0084505505564062,0.0038358560157161214,0.004358032239105247,0.003801552445777512,8368.242,0.0031030129508251847,0.0026979014920730515,,,,
24,3410.8313,3410.8313,3101.3752,2927.696,2680.336,0.0061238244566644,0.0045502243838764,0.0064902655592362,0.0068588980283796,0.005176018231485724,0.004670336940424846,0.00525575222457067,3410.8313,0.0052311670576487,0.004443096411315031,0.0033820218172674332,0.0026186451440129987,,
25,1420.3724,1420.3724,1290.7588,1217.4937,1111.4371,0.0071279733501111,0.007153479879056,0.0055663703191918,0.0061679696250567,0.005253685782816375,0.004823273990303245,0.004370552225401433,1339.5726,0.00449777064086565,0.004801553554837912,0.004317527092702611,0.003512477098375655,0.002699110695753487,0.0031011419991715528
26,650.17523,650.17523,590.57056,555.89325,506.14462,0.0026436263697805,0.0052670672890887,0.0077616988719767,0.008675446478067,0.0046725867962038245,0.004152259409113394,0.003546724372499331,,0.0032531840361851305,0.0026436263697805495,,,,
27,292.79483,292.79483,264.035,247.80762,225.23264,0.0108154752247735,0.0079653950604794,0.0091610122851882,0.0113990564717454,0.007361803489617236,0.007252230778300728,0.007516029181360517,292.79483,0.0077613058688917325,0.007879723567692398,0.007974266604605762,0.006767483094104465,,
28,48894.043,48894.043,46529.277,45162.965,43028.93,0.00477414649151,0.0063671829330065,0.0057199853568827,0.0069752407349109,0.004731868238419187,0.0038952619679323286,0.004025682471426484,48894.043,0.0038367857995090793,0.0024476459458441235,,,,
29,18151.559,18151.559,17220.494,16647.91,15751.631,0.0052137816324679,0.0045230542515378,0.0047885980874698,0.0057709549092218,0.0046598732884133645,0.0043150819482304925,0.004355899664757301,18151.559,0.004396358140969114,0.003930759899281544,0.004313519285569112,0.0036847825920055255,,
30,6960.643,6960.643,6510.842,6259.3857,5876.153,0.0064100449180556,0.0050368437141279,0.0054368490277934,0.0070369708367545,0.005500399526783661,0.00541428151709436,0.004858590646990457,6671.6807,0.004808415539294231,0.004814776595215675,0.00479504853454249,0.004823889718686192,,
31,2778.9055,2778.9055,2569.831,2458.9563,2292.2534,0.0055823020837006,0.0092098906218878,0.0076194106628894,0.0087743341365988,0.0060932276865132,0.005716082414674806,0.0053112020047918485,2778.9055,0.005011152310799294,0.004438970482228438,,,,
32,1210.6433,1210.6433,1115.2784,1064.3533,989.26025,0.0043842292483151,0.00551286064634,0.0074189056991817,0.0071524881479941,0.004953657485449403,0.00441617974833497,0.004483038826981867,1210.6433,0.003976675871919522,0.0028033010427003444,,,,
33,572.4577,572.4577,527.38055,502.64236,465.5829,0.0081905741743456,0.0071652942785276,0.0077720682388221,0.0063503491288188,0.00653382791271373,0.006212515095249782,0.006181206537495043,502.64236,0.006170406475492829,0.0059491363433940014,0.005862665834517888,0.005632621415460948,0.005394385934590629,0.004949795837841164
34,282.74603,282.74603,260.5293,247.96701,229.34225,0.0177102945624211,0.0157012790842132,0.0138239290306269,0.0142595705595104,0.01240426026896313,0.012113557090694171,0.011809121286512791,282.74603,0.012198484197581738,0.012058749810225103,0.010990514221207351,0.011345695333821737,0.011146213578058756,0.010361933809607926
35,57645.94,57645.94,53932.645,51697.64,48300.465,0.0053256200107644,0.003601448019616,0.0034927460317398,0.0041317686499072,0.003912160517753789,0.003545921664161563,0.003249348542704422,53932.645,0.0028355481145703187,0.0024961486637546937,0.002132552281440714,0.0019092263483904137,0.0025621992153959106,0.0019493600181377246
36,20408.373,20408.373,18912.75,18027.314,16695.125,0.0048893767496712,0.0025872728291166,0.0039876558191511,0.0070593647904646,0.003431038638429751,0.0031952092852962632,0.0027727973355817503,18443.0,0.0024864132646868486,0.002587272829116638,0.0026323194225392754,0.0028779782768948298,,
37,8413.885,8413.885,7621.0073,7196.39,6580.2056,0.0036171751117194,0.0047571761247846,0.0077453072493998,0.0086490068673557,0.0032806022988717265,0.003559674786624778,0.0035349230025201184,7196.39,0.0032870364756095727,0.0036171751117194395,,,,
38,3081.8123,3081.8123,2752.5352,2574.7498,2326.189,0.0061035279524736,0.0060170741317505,0.0055814193670368,0.0064349184230462,0.0051890319780101835,0.004746086484952075,0.004342957595193764,3081.8123,0.003915890722942961,0.0032835580348810067,0.003681909011676865,0.003938974199443779,0.0036317114892008284,0.0021971516569342375
39,1307.6943,1307.6943,1172.2509,1099.0582,995.5429,0.0086484601835006,0.0080705014492625,0.0067752968882517,0.0045717227238737,0.00558700348317253,0.0054178191684063695,0.005043483065112486,1099.0582,0.004662882010844527,0.00427025252797078,0.003982017826246631,0.004026907141764013,0.003846403377407985,0.0032495785313370086
40,687.1439,687.1439,600.59576,559.99994,504.24487,0.0096738652883322,0.0050937617844331,0.0058627138508132,0.0065144966424399,0.0037237540933702275,0.0031077563418177023,0.0034026357404055574,687.1439,0.003113658293029453,0.003638873143363447,0.003124424017320493,0.00293202276511223,,
41,283.87637,283.87637,251.0301,233.75876,210.20502,0.0104700991424391,0.0123343813721354,0.0141742615793951,0.0162486625835646,0.009725773844829422,0.00971827007248205,0.009522414426772374,251.0301,0.009763687912724861,0.010470099142439182,,,,
