filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
35,238.75010999302893,87.3900178173831,1119.075731265463,574.0864555286396,7.856666792040137,711.5581987448201,786432000.0,inside_out,0.0315655430679079,0.1,4.0,1.69500263766366e-16,200.0,90.45916042408993,4.8428255518124764e-05,0.03156349889178989,0.1,4.1,1.3925250287397363e-16,225.0,1897
37,346.7015064887285,131.68075212995282,2079.833944580788,647.6936469394137,6.877461107415332,759.5668390640553,786432000.0,eye,0.0287496607739439,0.3,0.6,0.1544560985284243,100.0,151.3849335222573,4.8428255518124764e-05,0.02874964375846678,0.27,1.0,0.024467873010716033,150.0,2250
38,97.3616978858935,32.12602400004896,963.3628705243488,1845.4433712181287,6.873847477566709,895.6481039646213,786432000.0,dual_color,0.0026933213821351,0.1,2.4,1.7073384937925562e-15,100.0,38.5854990373884,4.8428255518124764e-05,0.0022076511882096472,0.11,2.2,1.8511948499093384e-13,125.0,384000
39,92.99726287600076,30.11982245252516,1031.8745204171405,1549.6467172612977,7.812972909587796,900.4980733953458,786432000.0,eye,0.0213113857775649,0.1,2.7,8.2559693262929835e-16,100.0,38.28108111732041,4.8428255518124764e-05,0.0213113857775649,0.1,2.7,8.2559693262929835e-16,100.0,4270
40,66.21320774973643,25.992274406992767,387.6272170823573,757.2635784435588,5.41016305158265,822.6395551659414,786432000.0,inside_out,0.0093344659160744,0.1,8.1,2.640249115492124e-19,200.0,25.964934715306473,4.8428255518124764e-05,0.008585285818249133,0.11,8.3,3.2722940354833646e-17,275.0,24000
41,35.86369997511561,12.239456364701006,444.0498426547016,2575.438819710765,9.316697828780658,903.1931281941348,786432000.0,multi_edge,0.0071841676798534,0.1,1.7,3.2509922527174507e-15,200.0,12.871851979280098,4.8428255518124764e-05,0.005835244560375763,0.09,2.1,5.582680970433831e-18,225.0,54000
42,122.86762645260158,36.02358106829889,1703.9355150463286,2952.4118234189787,6.924418377625386,917.3184978636702,786432000.0,dual_color,0.0020704651097017,0.1,2.8,8.133720726040727e-16,100.0,44.62888086933519,4.8428255518124764e-05,0.0017928327281734962,0.1,3.0,5.139221334478544e-16,125.0,576000
43,42.07373496727608,13.858355342011183,623.9567257292999,3038.2205442811246,8.37415144259718,913.764202676728,786432000.0,single_edge,0.0030114577669281,0.1,2.0,1.8561002866132678e-15,100.0,16.71229838930892,4.8428255518124764e-05,0.0030114577669281,0.1,2.0,1.8561002866132678e-15,100.0,205030
44,129.22281369823193,44.19990285450374,1235.7409034894529,1553.6083439036368,7.468342263604205,868.514793703473,786432000.0,dual_color,0.002016923457828,0.1,2.3,3.095395791068976e-15,100.0,58.16300887848578,4.8428255518124764e-05,0.0013232240348707291,0.09,2.7,5.407847111430514e-18,100.0,1093500
45,66.14061102250322,20.60753014200237,670.1587341233891,1498.2874429245908,8.028161108522276,873.3528876668855,786432000.0,eye,0.0047517946437402,0.1,2.4,9.864158058453413e-16,200.0,24.904517449931483,4.8428255518124764e-05,0.0035798311823570517,0.09,2.6,2.9502535674622437e-18,150.0,144000
46,34.67245929741784,12.960354582565497,248.83004014185,939.6226821063592,6.713415069167836,811.417248439668,786432000.0,eye,0.0134793764965507,0.1,4.8,7.32167732160245e-18,200.0,15.763576298554087,4.8428255518124764e-05,0.013383465700271657,0.09,4.9,1.9651968260355084e-20,125.0,10125
47,51.10325161793936,15.99008899645779,591.3520052055317,2277.190295439667,7.824616545167787,892.2391465258104,786432000.0,dual_color,0.0027165613498334,0.1,2.0,2.292312174095412e-15,100.0,22.025322333499762,4.8428255518124764e-05,0.0024805803280162214,0.09,2.2,7.277542065128895e-18,75.0,288000
48,34.059639149915235,12.241878597630208,267.1777342550225,1145.1749865597944,12.79237825769761,833.7379862006517,786432000.0,single_edge,0.0072002807616015,0.1,1.7,3.401313805328196e-15,200.0,12.326342002092826,4.8428255518124764e-05,0.006550803702817465,0.11,1.6,2.4701227397155785e-13,300.0,43246
49,127.86488372385872,43.96237053933474,1477.637829136105,2394.1450270325763,6.881191793898351,885.0190683530226,786432000.0,single_edge,0.0024630668386891,0.1,2.3,2.9576283875417443e-15,100.0,53.29544153662601,4.8428255518124764e-05,0.002269754581304715,0.12,1.8,1.9496265719185317e-11,125.0,364500
50,65.95109188413258,20.175077306469785,793.0605545938761,2794.3915521327094,8.906987706136116,912.9625644658752,786432000.0,single_edge,0.0048747563736461,0.1,1.9,3.675170333494611e-15,100.0,25.570455009011276,4.8428255518124764e-05,0.0048747563736461,0.1,1.9,3.675170333494611e-15,100.0,81000
52,68.56524931020044,26.5397142245114,504.340360123902,886.3796561405492,5.281737829753933,830.4081768892852,786432000.0,inside_out,0.0083287460557846,0.1,6.8,1.0825070725691569e-18,200.0,26.101606579516634,4.8428255518124764e-05,0.006879160014690355,0.11,7.2,9.246268365543315e-17,300.0,40500
54,19.843015711038905,3.7712260674814,480.5117375520151,10713.456428790958,16.040201355847877,953.0000503420116,786432000.0,multi_edge,0.0082975779967063,0.1,1.3,3.339487061062726e-15,200.0,3.6258734144334333,4.8428255518124764e-05,0.005437966669000843,0.1,1.6,1.178766119770364e-15,300.0,60750
55,44.32252053089933,15.359097808539913,521.8661181382681,2536.549473776328,8.794514615304859,907.5418894291288,786432000.0,single_edge,0.0039132974860888,0.1,2.4,6.987395347087079e-16,200.0,17.087423215508426,4.8428255518124764e-05,0.00387760313104224,0.1,2.3,9.093810468437391e-16,175.0,121500
56,80.94409186083045,24.107424967449536,1022.314112656452,2554.8527394038106,8.46844848407633,915.4234497825196,786432000.0,dual_color,0.0031810951471047,0.1,1.3,2.8958871003927567e-14,50.0,36.604603638022695,4.8428255518124764e-05,0.0031810951471047,0.1,1.3,2.8958871003927567e-14,50.0,192000
57,48.81226848482479,17.43818699741389,507.9894616492908,1871.3333985030583,8.612159529484893,864.0367183766675,786432000.0,single_edge,0.0040834214662577,0.1,2.7,4.2401822402675046e-16,200.0,20.19784561560499,4.8428255518124764e-05,0.0039677644112736665,0.09,3.1,7.489979883760031e-19,175.0,121500
58,43.24300222539841,15.609864895528077,399.1039167936473,1239.9801635344654,4.656321527471642,850.5803444895647,786432000.0,inside_out,0.012357239517666,0.1,6.4,1.018374422379395e-18,200.0,15.427639514563634,4.8428255518124764e-05,0.011492034198715806,0.11,6.5,1.1280682624076587e-16,300.0,13500
59,98.21557298868706,26.31184480121122,1375.6878377924645,3443.245336117964,6.645840446626704,918.7771829628332,786432000.0,dual_color,0.0015769020841573,0.1,2.6,8.946818640334277e-16,100.0,33.35019965587266,4.8428255518124764e-05,0.0015651374483259262,0.11,2.2,1.6000238272563825e-13,100.0,768000
60,5.679019685201715,1.6498571271613467,99.48420656747784,4381.062941597902,9.906197043498755,919.1180607487812,786432000.0,misc,0.0154490939806085,0.1,3.2,1.408207507719242e-17,200.0,1.6793499018442744,4.8428255518124764e-05,0.014915774713920471,0.1,3.6,6.1382025643052375e-18,275.0,8541
61,38.84864213369093,13.62138746734356,453.38832914605416,1783.1013905901902,9.94479911673884,848.1416406704819,786432000.0,misc,0.0037233152817717,0.1,2.0,1.6771563766811368e-15,200.0,15.59025068705526,4.8428255518124764e-05,0.0033194618565398626,0.09,2.4,3.0479886564796853e-18,175.0,162000
62,59.54878382984536,15.76094525312138,923.5088392585236,3995.3667188755535,9.059160775231296,938.029127736538,786432000.0,misc,0.0043509550508269,0.1,2.5,5.828304844750621e-16,200.0,18.548347867788213,4.8428255518124764e-05,0.004001242581673559,0.1,2.4,7.814782837193236e-16,150.0,121500
63,18.61854636292228,5.256645975164584,282.42939804959184,4341.52965959545,10.791955569869105,940.8252929019152,786432000.0,multi_edge,0.0078465932628947,0.1,1.6,1.8874672313468624e-15,200.0,5.481511263169276,4.8428255518124764e-05,0.006142305305008922,0.1,1.7,1.3473894877752877e-15,250.0,48000
