,group,dataset,subset,transform,orientation,channel,dataset_type,obs_var,var_lower,var_upper,total_samples,initial_r,initial_eta,best_r,best_eta,best_scale,kstest_stat_initial,kstest_stat_cutoff_0.05,kstest_stat_best,n_pval_0.05,obs_kurt,kurt_lower,kurt_upper,intersect_roi,hull_area,hull_r_lower,hull_r_upper,hull_beta_lower,hull_beta_upper,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma,github_plot,total_samples,beat_all_priors,best_prior,failure_category,failure_type,which_ones
10,10,coco,indoor,gabor,,gray,natural,3293.744,2432.0042,4537.541,65536000.0,0.4,-1.0,0.4,-1.01,699.4011896835905,0.0064662293585366,0.0001677585889693,0.0046891330303753,81000,13.667423,6.1637235,49.95664,0.0,0.02989807491259514,0.28,0.6,0.6166666666666669,2.4999999999999996,24.3812,0.0737535,0.0,20.9815,0.0481174,0.0,16.4359,0.0497743,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_10.jpg,65536000.0,1,GenGamma,,,
11,11,coco,indoor,gabor,,gray,natural,1215.258,828.22705,1715.1965,65536000.0,0.3,-0.9,0.34,-1.0,104.49086554549854,0.0063973970267558,0.0001677585889693,0.0039614124254654,121500,17.14574,7.7710214,70.95081,0.0,0.03028010277953171,0.18,0.5,0.7999999999999998,5.555555555555555,13.2931,0.0749814,0.0,11.5414,0.0492019,0.0,8.96242,0.0496629,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_11.jpg,65536000.0,1,GenGamma,,,
12,12,coco,indoor,gabor,,gray,natural,481.82327,316.8314,695.1188,65536000.0,0.3,-1.0,0.29,-1.0,13.267856779732348,0.0060470829290649,0.0001677585889693,0.0060385364753302,51256,22.471407,9.500165,76.9677,0.0,0.010696287429320328,0.2,0.4,0.9749999999999996,4.0,7.2334,0.0787815,0.0,6.27085,0.053494,0.0,4.83474,0.0537523,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_12.jpg,65536000.0,1,GenGamma,,,
13,13,coco,indoor,gabor,,gray,natural,230.98125,155.744,340.81583,65536000.0,0.3,-1.0,0.37,-1.1,39.15474047924487,0.0087502104271164,0.0001677585889693,0.0087008673786139,24000,26.421734,10.931644,92.53274,0.0,0.011402020295849235,0.2,0.4,0.9749999999999996,3.4999999999999996,4.57054,0.0815306,0.0,3.95821,0.0564306,0.0,3.04786,0.0564445,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_13.jpg,65536000.0,1,GenGamma,,,
14,14,coco,indoor,gabor,,gray,natural,45428.074,36301.44,56703.35,65536000.0,0.9,-1.1,0.8,-1.09,85249.28327952945,0.0046725914823638,0.0001677585889693,0.0044853838045676,96000,6.0431557,3.5991197,13.420818,0.0,0.1351389943932861,0.5,1.1,0.37272727272727263,1.12,115.139,0.0660669,0.0,98.0238,0.0411851,0.0,77.5337,0.0441866,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_14.jpg,65536000.0,1,GenGamma,,,
15,15,coco,indoor,gabor,,gray,natural,15627.972,11857.866,20256.342,65536000.0,0.6,-1.1,0.6,-1.1,17277.24491140632,0.0067662811877619,0.0001677585889693,0.0062713395358636,48000,8.190974,4.6457324,22.447462,0.0,0.044510396624843115,0.44,0.8,0.4375000000000001,1.1363636363636365,57.5539,0.0746719,0.0,49.0787,0.049807,0.0,38.5347,0.0520612,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_15.jpg,65536000.0,1,GenGamma,,,
16,16,coco,indoor,gabor,,gray,natural,5589.5483,4191.638,7369.282,65536000.0,0.5,-1.1,0.4,-1.05,1376.3853123566469,0.009538148247846,0.0001677585889693,0.0076438876418352,32000,11.599156,5.9273276,36.428455,0.0,0.0034686153871291434,0.36,0.5,0.7999999999999998,1.3888888888888888,29.8115,0.0798584,0.0,25.6968,0.0542181,0.0,20.0688,0.0553562,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_16.jpg,65536000.0,1,GenGamma,,,
17,17,coco,indoor,gabor,,gray,natural,2051.031,1454.5447,2866.9841,65536000.0,0.3,-1.0,0.3,-0.97,67.77292785587494,0.011313675820937,0.0001677585889693,0.0076474811876903,32000,15.281,7.6420555,56.740875,0.0,0.000991887062533867,0.27,0.32,1.5625,2.222222222222222,16.2558,0.080657,0.0,14.1949,0.0546557,0.0,11.0183,0.0542821,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_17.jpg,65536000.0,1,GenGamma,,,
18,18,coco,indoor,gabor,,gray,natural,836.8852,557.18414,1240.3112,65536000.0,0.3,-1.0,0.24,-0.9,2.859654010726639,0.0071932201649143,0.0001677585889693,0.0058271987245258,54000,19.5978,9.799367,68.72041,0.0,0.004565526374442051,0.17,0.3,1.5666666666666667,5.294117647058823,9.51063,0.077429,0.0,8.34528,0.0521055,0.0,6.38295,0.0510818,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_18.jpg,65536000.0,1,GenGamma,,,
19,19,coco,indoor,gabor,,gray,natural,326.3508,223.50601,485.61426,65536000.0,0.2,-0.8,0.23,-0.9,0.7074855962425813,0.0061758214646546,0.0001677585889693,0.0047940944256364,81000,25.321865,11.315391,96.93423,0.0,0.009253452356859976,0.13,0.3,1.4999999999999998,8.461538461538462,5.45136,0.0786739,0.0,4.74883,0.0537956,0.0,3.6299,0.0532478,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_19.jpg,65536000.0,1,GenGamma,,,
20,20,coco,indoor,gabor,,gray,natural,155.46777,97.21315,243.78905,65536000.0,0.2,-0.9,0.2,-0.93,0.0683316271328566,0.009943813981919,0.0001677585889693,0.0080196539673151,28830,28.944235,13.771823,105.05515,0.0,0.0,0.2,0.2,2.9999999999999996,3.05,2.96011,0.089166,0.0,2.59085,0.0643552,0.0,1.98407,0.0626467,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_20.jpg,65536000.0,1,GenGamma,,,
21,21,coco,indoor,gabor,,gray,natural,52267.008,39904.355,70908.555,65536000.0,0.6,-1.0,0.55,-1.0,35136.51837705102,0.0056509357509479,0.0001677585889693,0.0033444728026341,162000,10.161266,5.012726,35.746384,0.0,0.1429677367547105,0.33,1.05,0.3809523809523808,2.4242424242424243,118.698,0.063904,0.0,102.578,0.0373889,0.0,81.3348,0.0398382,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_21.jpg,65536000.0,1,GenGamma,,,
22,22,coco,indoor,gabor,,gray,natural,18708.307,13309.823,25674.457,65536000.0,0.4,-1.0,0.41,-1.0,4298.419434379463,0.0068779463461518,0.0001677585889693,0.0057637673082258,54000,13.71138,6.0824685,47.18921,0.0,0.02099556852692855,0.3,0.6,0.6499999999999999,2.3,60.3217,0.072897,0.0,52.0937,0.0469146,0.0,40.7885,0.0483275,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_22.jpg,65536000.0,1,GenGamma,,,
23,23,coco,indoor,gabor,,gray,natural,6836.338,5027.335,9898.474,65536000.0,0.5,-1.1,0.4,-1.04,1378.5570648835578,0.0110960798571567,0.0001677585889693,0.0084500224398311,27000,17.201437,7.740945,60.44112,0.0,0.0,,,,,30.773,0.0795306,0.0,26.7421,0.0536779,0.0,20.7604,0.0538138,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_23.jpg,65536000.0,1,GenGamma,,,
24,24,coco,indoor,gabor,,gray,natural,2462.38,1576.2091,3904.1484,65536000.0,0.2,-0.7,0.26,-0.9,16.50832600937326,0.0101442590627923,0.0001677585889693,0.0075033697015304,32000,25.766745,9.133084,97.46416,0.0,0.0008874408340295082,0.2,0.3,1.7333333333333334,4.1,16.4966,0.0781169,0.0,14.5207,0.0523602,0.0,11.1986,0.0508614,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_24.jpg,65536000.0,1,GenGamma,,,
25,25,coco,indoor,gabor,,gray,natural,985.8111,637.1292,1610.4033,65536000.0,0.2,-0.8,0.2,-0.79,0.2223682190255869,0.0063646054846318,0.0001677585889693,0.0060117122952396,54000,29.378422,10.898139,108.77634,0.0,0.004890867729796614,0.14,0.3,1.6666666666666667,7.857142857142856,9.8866,0.0766494,0.0,8.73784,0.0514239,0.0,6.67371,0.0495004,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_25.jpg,65536000.0,1,GenGamma,,,
26,26,coco,indoor,gabor,,gray,natural,406.57532,252.1092,672.6302,65536000.0,0.2,-0.8,0.2,-0.85,0.1237346662803052,0.0053526696873484,0.0001677585889693,0.0040922108526184,108000,41.15737,12.335355,168.94623,0.0,0.012656827878558832,0.1,0.3,1.6666666666666667,15.0,5.66918,0.076524,0.0,4.96108,0.0517941,0.0,3.77875,0.0507625,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_26.jpg,65536000.0,1,GenGamma,,,
27,27,coco,indoor,gabor,,gray,natural,177.28392,98.30616,322.04144,65536000.0,0.2,-0.9,0.2,-0.93,0.0689811758031145,0.0075854674777397,0.0001677585889693,0.0067339894753222,40500,56.0684,14.30009,230.58185,0.0,0.0004304015917527476,0.19,0.23,2.1739130434782608,3.157894736842105,2.94525,0.0870692,0.0,2.58987,0.0619775,0.0,1.97784,0.0604241,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_27.jpg,65536000.0,1,GenGamma,,,
28,28,coco,indoor,gabor,,gray,natural,40241.445,32099.662,52695.4,65536000.0,1.0,-1.1,0.9,-1.07,83603.49777301433,0.0059920242279195,0.0001677585889693,0.0034467202809945,162000,6.612109,3.1112607,20.910326,0.0,0.26978703593101544,0.53,1.4,0.2928571428571428,1.1320754716981132,114.903,0.0623179,0.0,98.3294,0.0366975,0.0,78.6227,0.0403659,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_28.jpg,65536000.0,1,GenGamma,,,
29,29,coco,indoor,gabor,,gray,natural,13872.855,10422.271,17919.346,65536000.0,0.7,-1.1,0.64,-1.1,18184.597024724648,0.0076663374636423,0.0001677585889693,0.00645384654068,45562,9.138081,4.4942565,32.045105,0.0,0.03610463041758673,0.5,0.9,0.388888888888889,0.9400000000000001,56.3542,0.0739308,0.0,48.0643,0.0488604,0.0,37.8454,0.051319,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_29.jpg,65536000.0,1,GenGamma,,,
30,30,coco,indoor,gabor,,gray,natural,5511.8022,4043.9644,7641.2944,65536000.0,0.5,-1.1,0.5,-1.09,3522.395959842368,0.0094744298446752,0.0001677585889693,0.0084231390123616,27000,14.02663,5.507376,76.88081,0.0,0.0019830645962695542,0.4,0.52,0.769230769230769,1.2,31.2553,0.0790539,0.0,26.8787,0.0535122,0.0,21.0089,0.0548506,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_30.jpg,65536000.0,1,GenGamma,,,
31,31,coco,indoor,gabor,,gray,natural,1983.2389,1372.8143,2917.5637,65536000.0,0.3,-1.0,0.3,-0.97,65.5328495461534,0.0106639310919,0.0001677585889693,0.008836118998171,24000,17.034971,7.305734,64.18514,0.0,0.0008522189648502151,0.27,0.32,1.5625,2.222222222222222,16.0317,0.0811947,0.0,14.0237,0.055344,0.0,10.8494,0.0546196,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_31.jpg,65536000.0,1,GenGamma,,,
32,32,coco,indoor,gabor,,gray,natural,816.0432,555.233,1218.4464,65536000.0,0.2,-0.7,0.25,-0.9,4.208977091640591,0.0076618584186621,0.0001677585889693,0.0066205631630794,40500,22.521362,8.486928,113.22465,0.0,0.004704326191780702,0.15,0.3,1.6666666666666667,7.333333333333334,9.82208,0.0761036,0.0,8.6464,0.0507804,0.0,6.61545,0.0493975,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_32.jpg,65536000.0,1,GenGamma,,,
33,33,coco,indoor,gabor,,gray,natural,333.7091,217.67195,563.2474,65536000.0,0.3,-1.0,0.3,-1.02,11.50146778929901,0.0086833271718445,0.0001677585889693,0.006531020355593,45562,29.84969,10.083668,175.70847,0.0,0.008155087464820247,0.2,0.37,1.081081081081081,3.6999999999999997,5.38993,0.0815814,0.0,4.67372,0.0568988,0.0,3.57513,0.0566156,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_33.jpg,65536000.0,1,GenGamma,,,
34,34,coco,indoor,gabor,,gray,natural,143.84161,87.98537,228.5503,65536000.0,0.2,-0.9,0.22,-1.0,0.2640905728499412,0.0140800014594687,0.0001677585889693,0.0115548061857188,13500,33.68881,12.977243,170.11081,0.0,0.0,,,,,2.62603,0.0937955,0.0,2.31237,0.0688194,0.0,1.77016,0.066674,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_34.jpg,65536000.0,1,GenGamma,,,
35,35,coco,indoor,gabor,,gray,natural,49872.49,37371.6,65248.746,65536000.0,0.6,-1.0,0.6,-1.0,38859.465453785226,0.002713601406011,0.0001677585889693,0.0023680497774462,324000,11.24859,5.287321,34.5928,0.0,0.17293524015422077,0.39,1.2,0.33333333333333326,1.7948717948717947,115.46,0.0603366,0.0,98.9154,0.0348579,0.0,78.4126,0.0379222,0.0,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_35.jpg,65536000.0,1,GenGamma,,,
36,36,coco,indoor,gabor,,gray,natural,17531.0,12909.311,25742.182,65536000.0,0.4,-1.0,0.42,-1.0,4144.75899995794,0.0045829917065065,0.0001677585889693,0.0043997722472741,96000,15.608488,6.659248,48.984726,0.0,0.036000125807677585,0.28,0.7,0.5714285714285714,2.4999999999999996,56.9693,0.0705482,0.0,48.6997,0.045424,0.0,38.2758,0.0476956,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_36.jpg,65536000.0,1,GenGamma,,,
37,37,coco,indoor,gabor,,gray,natural,6099.1514,4113.2583,8950.373,65536000.0,0.3,-0.9,0.3,-0.94,167.88145782393732,0.0097200077755905,0.0001677585889693,0.0063225919579256,48000,21.528183,8.1383295,80.15496,0.0,0.002843563851861846,0.29,0.4,1.1249999999999998,2.0689655172413794,28.3574,0.077887,0.0,24.4934,0.0521392,0.0,19.1157,0.0530695,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_37.jpg,65536000.0,1,GenGamma,,,
38,38,coco,indoor,gabor,,gray,natural,2410.211,1553.2094,3815.3577,65536000.0,0.2,-0.7,0.2,-0.76,0.4713191517481942,0.0083692645851159,0.0001677585889693,0.006734129198245,40500,30.447086,10.463703,148.60081,0.0,0.0011294109468336973,0.14,0.21,3.3333333333333335,7.857142857142856,15.8647,0.0782477,0.0,13.9152,0.0521459,0.0,10.7981,0.0512096,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_38.jpg,65536000.0,1,GenGamma,,,
39,39,coco,indoor,gabor,,gray,natural,976.4194,587.28845,1810.0876,65536000.0,0.1,0.0,0.13,-0.4,6.340974822767853e-06,0.00543093717288,0.0001677585889693,0.0040251522960538,115327,48.72444,12.298034,224.26198,1.0,0.003380428485750854,0.08,0.2,3.4999999999999996,23.749999999999996,9.1063,0.0751751,0.0,8.00299,0.0498263,0.0,6.12937,0.048653,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_39.jpg,65536000.0,1,GenGamma,,,
40,40,coco,indoor,gabor,,gray,natural,385.9422,219.96173,678.5048,65536000.0,0.2,-0.8,0.22,-0.9,0.4325601692574221,0.0048730180790609,0.0001677585889693,0.0033151181611901,162000,45.378307,14.427554,202.14043,0.0,0.021770378418042455,0.1,0.35,1.1428571428571428,13.999999999999998,5.30357,0.078401,0.0,4.6014,0.0535631,0.0,3.52853,0.0533929,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_40.jpg,65536000.0,1,GenGamma,,,
41,41,coco,indoor,gabor,,gray,natural,151.13846,85.2029,303.93692,65536000.0,0.1,-0.4,0.12,-0.6,3.412077845798699e-07,0.0105958426697176,0.0001677585889693,0.0081210046071936,27000,65.066246,17.416857,273.81345,0.0,5.6438706485140006e-05,0.1,0.13,6.153846153846153,11.2,2.46171,0.0900831,0.0,2.17065,0.0652605,0.0,1.65515,0.0631139,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/gray/plots/compare_cdf_pdf_layer_41.jpg,65536000.0,1,GenGamma,,,
42,0,coco,indoor,gabor,,green,natural,49240.44,38882.65,60244.746,65536000.0,0.8,-1.0,0.9,-1.05,97535.71489609858,0.010135146501411,0.0001677585889693,0.0063536378637489,48000,4.773906,2.8015614,11.781327,0.0,0.0338668445185928,0.7,1.0,0.44999999999999996,0.7285714285714286,130.982,0.0629681,0.0,111.496,0.0379782,0.0,89.1113,0.0417579,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_0.jpg,65536000.0,1,GenGamma,,,
43,1,coco,indoor,gabor,,green,natural,17537.885,13703.031,22308.498,65536000.0,0.8,-1.1,0.77,-1.1,31982.06376086868,0.0067082594955825,0.0001677585889693,0.005706512750005,54000,6.268736,3.6368756,14.473557,0.0,0.10146953496958466,0.6,1.2,0.29166666666666674,0.7833333333333333,68.6672,0.0705041,0.0,58.5425,0.0454174,0.0,46.266,0.0482216,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_1.jpg,65536000.0,1,GenGamma,,,
44,2,coco,indoor,gabor,,green,natural,6263.6475,4817.5923,8065.3906,65536000.0,0.6,-1.1,0.61,-1.1,7034.449454155821,0.0077298541541014,0.0001677585889693,0.0074673839400794,32000,8.682725,4.491842,22.594627,0.0,0.011426320001028186,0.5,0.7,0.5285714285714288,0.9199999999999998,36.0124,0.0754746,0.0,30.9691,0.0499123,0.0,24.2295,0.0514426,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/coco/indoor/gabor/green/plots/compare_cdf_pdf_layer_2.jpg,65536000.0,1,GenGamma,,,
