,group,dataset,subset,transform,orientation,channel,dataset_type,obs_var,var_lower,var_upper,total_samples,initial_r,initial_eta,best_r,best_eta,best_scale,kstest_stat_initial,kstest_stat_cutoff_0.05,kstest_stat_best,n_pval_0.05,obs_kurt,kurt_lower,kurt_upper,intersect_roi,hull_area,hull_r_lower,hull_r_upper,hull_beta_lower,hull_beta_upper,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma,github_plot,total_samples,beat_all_priors,best_prior,failure_category,failure_type,which_ones
10,5,syntheticMRI3D,full,wavelet,aad,,medical,303251.5,285966.78,321202.03,296776.0,0.1,9.3,0.1,9.3,9.026493552325524e-16,0.0045158791306382,0.0024924069574146,0.0045158791306382,93900.0,3.0371113,2.55903,3.554282,0.0,0.10704671514778283,0.09,0.9,2.125,155.0,460.163,0.0232923,2.6656099999999987e-140,399.047,0.0135904,4.83223e-48,328.078,0.0102314,2.0560400000000004e-27,1.1036389e-05,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/aad/plots/compare_cdf_pdf_layer_5.jpg,296776.0,1,GenGamma,practically_pass,pass,
11,6,syntheticMRI3D,full,wavelet,aad,,medical,52552.902,48322.535,56985.35,2880648.0,0.1,3.8,0.1,3.8,1.205341915597242e-13,0.0050061816282956,0.0008001194016298,0.0050061816282956,75954.0,8.241081,7.055655,9.565272,1.0,0.12575113820088923,0.09,0.9,0.8888888888888888,77.99999999999999,151.814,0.0325362,0.0,135.123,0.0113869,0.0,106.608,0.00641711,1.838579999999999e-103,3.9114514e-63,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/aad/plots/compare_cdf_pdf_layer_6.jpg,2880648.0,1,GenGamma,practically_pass,pass,
12,7,syntheticMRI3D,full,wavelet,aad,,medical,6895.833,6284.307,7549.581,25362406.0,0.3,-0.3,0.3,-0.29,25.721777594965825,0.005064167124879,0.0002696655722402,0.0047193829447573,83589.0,10.646168,9.069577,12.356019,1.0,0.25947394265898216,0.1,1.2,0.4166666666666667,40.99999999999999,46.6639,0.0436308,0.0,41.2622,0.0194111,0.0,32.0663,0.0205511,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/aad/plots/compare_cdf_pdf_layer_7.jpg,25362406.0,1,GenGamma,practically_pass,pass,
13,8,syntheticMRI3D,full,wavelet,aad,,medical,487.55313,439.29523,541.48,213093688.0,0.3,-0.4,0.32,-0.5,5.150369441591787,0.0044227624445209,9.303414483735194e-05,0.0034761540885578,156073.0,14.40287,10.788188,25.149405,1.0,0.24951521075440367,0.1,1.1,0.45454545454545453,36.0,11.6957,0.0482342,0.0,10.2443,0.0227041,0.0,8.06521,0.0244899,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/aad/plots/compare_cdf_pdf_layer_8.jpg,213093688.0,1,GenGamma,practically_pass,pass,
14,2,syntheticMRI3D,full,wavelet,ddd,,medical,,,,0.0,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/ddd/plots/compare_cdf_pdf_layer_2.jpg,0.0,0,nan,trivial_failure,low samples,
15,3,syntheticMRI3D,full,wavelet,ddd,,medical,455481.66,363057.7,557847.94,564.0,1.2,4.7,1.18,4.4,100000.0,0.016968576525246,0.0568820832907503,0.0166927661888778,6421.0,1.9448872,1.0012695,2.9340363,1.0,0.49883331742510567,0.1,2.5,2.333333333333333,155.0,611.712,0.0201269,0.972862,534.534,0.0365527,0.428137,446.775,0.0343958,0.505995,0.99685829,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/ddd/plots/compare_cdf_pdf_layer_3.jpg,564.0,1,GenGamma,trivial_failure,low samples,
16,4,syntheticMRI3D,full,wavelet,ddd,,medical,241418.06,225806.88,257381.55,22538.0,0.5,-0.5,0.6,-0.66,100000.0,0.0076779047510604,0.0090389255084191,0.0065494328176566,42786.0,4.4502587,4.034465,4.8798065,0.0,0.015906455448254454,0.35,0.64,1.3666666666666667,4.0,335.617,0.043631,1.0147399999999999e-37,294.126,0.0164811,9.51822e-06,244.638,0.0199044,3.4581e-08,0.2871511,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/ddd/plots/compare_cdf_pdf_layer_4.jpg,22538.0,1,GenGamma,actually_pass,pass,
17,5,syntheticMRI3D,full,wavelet,ddd,,medical,33947.695,31871.596,36147.625,296776.0,0.1,8.6,0.1,8.6,1.9947859721502542e-16,0.0011299610430014,0.0024924069574146,0.0011299610430014,1502428.0,3.9668555,3.0010962,5.0994554,1.0,73.21465203153286,0.09,20.0,0.04,155.0,152.577,0.0220712,5.1110399999999966e-126,133.576,0.00936802,4.73688e-23,107.617,0.0113337,1.5301900000000005e-33,0.84258889,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/ddd/plots/compare_cdf_pdf_layer_5.jpg,296776.0,1,GenGamma,actually_pass,pass,
18,6,syntheticMRI3D,full,wavelet,ddd,,medical,6416.6694,5792.7563,7090.9805,2880648.0,0.1,4.2,0.1,4.1,7.897025939359376e-15,0.0049062220975445,0.0008001194016298,0.0046293009317363,90020.0,13.477583,10.768813,16.43501,1.0,0.12746369358255238,0.09,0.9,0.8888888888888888,81.0,50.8968,0.031563,0.0,44.842,0.0104497,1.1973500000000001e-273,35.6514,0.0060073,1.0101999999999995e-90,4.7713149999999996e-54,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/ddd/plots/compare_cdf_pdf_layer_6.jpg,2880648.0,1,GenGamma,practically_pass,pass,
19,7,syntheticMRI3D,full,wavelet,ddd,,medical,397.8926,357.50107,450.38068,25362406.0,0.1,2.2,0.1,2.2,2.5592600980387883e-14,0.002870912440859,0.0002696655722402,0.002870912440859,222910.0,17.566162,9.929181,54.616486,1.0,0.10451449760461878,0.09,0.8,0.8749999999999999,50.99999999999999,11.6232,0.0433269,0.0,10.3196,0.0175428,0.0,8.08321,0.0150117,0.0,5.3698893999999975e-182,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/ddd/plots/compare_cdf_pdf_layer_7.jpg,25362406.0,1,GenGamma,practically_pass,pass,
20,8,syntheticMRI3D,full,wavelet,ddd,,medical,14.746988,8.50211,32.184074,213093688.0,0.1,2.7,0.1,2.7,1.8338709947337474e-16,0.0026355196936136,9.303414483735194e-05,0.0026355196936136,263374.0,1000.2012,10.271237,2363.2478,1.0,0.1309581251791407,0.09,0.9,0.7777777777777777,57.0,1.83375,0.0421215,0.0,1.61495,0.0158411,0.0,1.29692,0.0129357,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/ddd/plots/compare_cdf_pdf_layer_8.jpg,213093688.0,1,GenGamma,practically_pass,pass,
21,2,syntheticMRI3D,full,wavelet,daa,,medical,,,,0.0,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/daa/plots/compare_cdf_pdf_layer_2.jpg,0.0,0,nan,trivial_failure,low samples,
22,3,syntheticMRI3D,full,wavelet,daa,,medical,1150192.8,964303.56,1354585.9,564.0,1.1,20.0,1.18,20.0,98635.49191694752,0.0223000136155552,0.0568820832907503,0.0221414258998961,3610.0,0.44722056,-0.27915817,1.2011727,0.0,0.11932110682277625,0.2,1.33,4.333333333333334,107.5,1076.69,0.0192842,0.982169,969.639,0.0426086,0.250294,799.623,0.0423907,0.255585,0.93917761,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/daa/plots/compare_cdf_pdf_layer_3.jpg,564.0,0,Gaussian,trivial_failure,low samples,
23,4,syntheticMRI3D,full,wavelet,daa,,medical,919570.0,877478.8,962246.25,22538.0,0.5,0.4,0.53,0.3,73640.99573785093,0.0290069398364033,0.0090389255084191,0.0287924423785479,2112.0,1.2017546,0.9072555,1.5674438,0.0,0.0,,,,,779.489,0.0508768,3.84999e-51,688.715,0.0245455,3.14865e-12,572.397,0.0268888,1.37191e-14,1.1509326000000002e-16,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/daa/plots/compare_cdf_pdf_layer_4.jpg,22538.0,0,Laplace,trivial_failure,multimodal,
24,5,syntheticMRI3D,full,wavelet,daa,,medical,335493.44,315293.88,356705.38,296776.0,0.2,11.0,0.23,11.0,0.0070430405685858,0.0087563227680735,0.0024924069574146,0.0082239119447923,27822.0,3.746035,3.1581578,4.343529,0.0,0.06645309097945215,0.19,1.1,2.9999999999999996,102.5,503.395,0.0146163,1.6743899999999997e-55,442.249,0.0259016,2.125899999999999e-173,363.533,0.022845,5.584279999999998e-135,7.316134000000001e-18,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/daa/plots/compare_cdf_pdf_layer_5.jpg,296776.0,1,GenGamma,trivial_failure,multimodal,
25,6,syntheticMRI3D,full,wavelet,daa,,medical,60756.43,56444.715,65250.867,2880648.0,0.1,3.8,0.1,3.8,1.5571995272915928e-13,0.0040320823701835,0.0008001194016298,0.0040320823701835,113931.0,5.8733997,5.055461,6.8063235,1.0,0.29731255692613584,0.09,1.4,0.5,76.0,172.292,0.0341092,0.0,152.648,0.011037,,120.143,0.0072836,3.634889999999999e-133,4.1832719e-41,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/daa/plots/compare_cdf_pdf_layer_6.jpg,2880648.0,1,GenGamma,practically_pass,pass,
26,7,syntheticMRI3D,full,wavelet,daa,,medical,7845.426,7280.4824,8443.186,25362406.0,0.4,-0.7,0.46,-0.8,1677.2582842715387,0.0059465516377686,0.0002696655722402,0.0057296618286024,55726.0,6.2025995,5.3479404,7.9789815,1.0,0.15545315887040356,0.1,0.9,0.5555555555555556,34.0,52.1398,0.0499758,0.0,46.0831,0.0252786,0.0,34.9424,0.0241521,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/daa/plots/compare_cdf_pdf_layer_7.jpg,25362406.0,1,GenGamma,practically_pass,pass,
27,8,syntheticMRI3D,full,wavelet,daa,,medical,584.5731,534.2055,640.87836,213093688.0,0.4,-0.8,0.4,-0.83,70.40425068891271,0.0055785780155856,9.303414483735194e-05,0.0045041023226519,87790.0,10.5176,7.347862,18.280815,0.0,0.07865694427988495,0.2,0.7,0.7142857142857143,6.999999999999999,12.5383,0.0586271,0.0,10.9773,0.0330573,0.0,8.48305,0.0330239,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/daa/plots/compare_cdf_pdf_layer_8.jpg,213093688.0,1,GenGamma,practically_pass,pass,
28,2,syntheticMRI3D,full,wavelet,add,,medical,,,,0.0,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/add/plots/compare_cdf_pdf_layer_2.jpg,0.0,0,nan,trivial_failure,low samples,
29,3,syntheticMRI3D,full,wavelet,add,,medical,849815.4,721763.1,990271.7,564.0,1.3,20.0,1.3,20.0,98704.85222093231,0.0228461230518679,0.0568820832907503,0.0228461230518679,3610.0,0.1242764,-0.5174342,0.8918267,0.0,0.14271834046147638,0.2,1.45,4.142857142857143,107.5,921.923,0.0203499,0.969947,802.128,0.0367396,0.421715,678.016,0.0398067,0.324641,0.92344279,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/add/plots/compare_cdf_pdf_layer_3.jpg,564.0,0,Gaussian,trivial_failure,low samples,
30,4,syntheticMRI3D,full,wavelet,add,,medical,750042.1,714239.06,786284.7,22538.0,0.5,0.3,0.57,0.1,99808.82621229778,0.016085052181466,0.0090389255084191,0.0155837940448647,8019.0,1.4790092,1.2737849,1.6996118,0.0,0.0,,,,,708.803,0.0391891,1.63973e-30,612.68,0.0134077,0.000599637,513.404,0.0133302,0.000658384,3.4843593e-05,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/add/plots/compare_cdf_pdf_layer_4.jpg,22538.0,0,Student-T,trivial_failure,double inflection,
31,5,syntheticMRI3D,full,wavelet,add,,medical,85743.8,80027.125,91943.87,296776.0,0.1,6.0,0.1,6.0,8.354743668330431e-15,0.0031987410649922,0.0024924069574146,0.0031987410649922,187803.0,5.269511,3.853476,9.3257,1.0,0.3240980366139708,0.09,1.4,0.7142857142857143,115.0,224.903,0.0284963,8.524299999999998e-210,193.78,0.00751293,5.60692e-15,157.765,0.00612405,4.28097e-10,0.0045977619,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/add/plots/compare_cdf_pdf_layer_5.jpg,296776.0,1,GenGamma,practically_pass,pass,
32,6,syntheticMRI3D,full,wavelet,add,,medical,16039.296,14407.928,17795.816,2880648.0,0.1,3.2,0.1,3.1,1.1963999672623725e-13,0.0050464034837399,0.0008001194016298,0.0049054920409184,75954.0,14.923674,12.412079,17.592876,1.0,0.07942327160777585,0.09,0.7,1.142857142857143,64.0,74.0161,0.0347746,0.0,66.5723,0.0123496,0.0,51.6953,0.00926957,2.0214599999999998e-215,1.2287619999999997e-60,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/add/plots/compare_cdf_pdf_layer_6.jpg,2880648.0,1,GenGamma,practically_pass,pass,
33,7,syntheticMRI3D,full,wavelet,add,,medical,1211.8221,1088.2695,1347.1865,25362406.0,0.1,2.2,0.11,1.8,1.3247204800457318e-11,0.0032520300815498,0.0002696655722402,0.002933497453326,222910.0,15.256117,11.788039,20.571249,1.0,0.13056401413297575,0.09,0.9,0.6666666666666666,50.0,19.2803,0.0427053,0.0,17.1719,0.0170764,0.0,13.3641,0.0161658,0.0,5.337147099999999e-190,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/add/plots/compare_cdf_pdf_layer_7.jpg,25362406.0,1,GenGamma,practically_pass,pass,
34,8,syntheticMRI3D,full,wavelet,add,,medical,53.106144,42.226974,79.72598,213093688.0,0.2,0.3,0.17,0.7,4.6839413593945394e-06,0.0022932261200456,9.303414483735194e-05,0.0018734884459293,526749.0,187.27847,10.22251,635.5071,1.0,0.19293613724565503,0.1,1.1,0.5454545454545454,50.0,3.98269,0.0444251,0.0,3.51965,0.0176931,0.0,2.78507,0.0169937,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/add/plots/compare_cdf_pdf_layer_8.jpg,213093688.0,1,GenGamma,practically_pass,pass,
35,2,syntheticMRI3D,full,wavelet,dad,,medical,,,,0.0,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/dad/plots/compare_cdf_pdf_layer_2.jpg,0.0,0,nan,trivial_failure,low samples,
36,3,syntheticMRI3D,full,wavelet,dad,,medical,1177849.4,996756.25,1369789.6,564.0,0.6,5.3,0.64,4.9,30913.88540064244,0.0180386467406246,0.0568820832907503,0.0180369587354203,5416.0,0.13333106,-0.29679778,0.62972444,0.0,0.16747470175484086,0.1,1.3,3.5999999999999996,155.0,1043.29,0.0196098,0.978885,913.358,0.0265857,0.810005,742.211,0.032906,0.563164,0.99148212,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/dad/plots/compare_cdf_pdf_layer_3.jpg,564.0,1,GenGamma,trivial_failure,low samples,
37,4,syntheticMRI3D,full,wavelet,dad,,medical,554423.94,530262.94,578791.25,22538.0,0.5,0.0,0.55,-0.1,78916.71074965945,0.0303879445745179,0.0090389255084191,0.0294684846300457,2112.0,0.88764095,0.7291121,1.0606415,0.0,0.0,,,,,575.072,0.0553424,1.9360299999999995e-60,508.574,0.0290894,5.30098e-17,422.154,0.0344933,9.85179e-24,1.9477063e-17,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/dad/plots/compare_cdf_pdf_layer_4.jpg,22538.0,0,Laplace,trivial_failure,double inflection,
38,5,syntheticMRI3D,full,wavelet,dad,,medical,85635.75,80896.88,90572.98,296776.0,0.7,0.0,0.55,0.3,8111.061468810159,0.0020952071712836,0.0024924069574146,0.0019331798646739,500809.0,2.7905874,2.2095904,3.6190648,1.0,0.5322170631568356,0.1,1.8,0.7222222222222222,155.0,242.956,0.0250845,1.1749799999999994e-162,214.895,0.00603975,7.86858e-10,170.368,0.011226,6.473280000000002e-33,0.21704753,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/dad/plots/compare_cdf_pdf_layer_5.jpg,296776.0,1,GenGamma,actually_pass,pass,
39,6,syntheticMRI3D,full,wavelet,dad,,medical,17209.758,15558.705,18968.463,2880648.0,0.1,3.3,0.1,3.2,1.0782051989263633e-13,0.0055029346705676,0.0008001194016298,0.0052060419386362,67515.0,12.881204,10.923777,14.954548,1.0,0.04855587291266977,0.09,0.6,1.5,67.0,78.5052,0.0348483,0.0,70.0449,0.0130121,0.0,54.6052,0.00749238,6.944369999999996e-141,3.0580910999999998e-68,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/dad/plots/compare_cdf_pdf_layer_6.jpg,2880648.0,1,GenGamma,practically_pass,pass,
40,7,syntheticMRI3D,full,wavelet,dad,,medical,1438.6345,1291.2733,1598.2092,25362406.0,0.1,1.8,0.09,2.2,4.2979881298944364e-16,0.0036436223780786,0.0002696655722402,0.0035123422232911,148606.0,15.234228,12.3203945,18.880985,1.0,0.06048553979247489,0.09,0.6,1.1666666666666665,45.0,19.9861,0.0453139,0.0,17.8434,0.0200006,0.0,13.738,0.0180204,0.0,3.4037517999999994e-272,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/dad/plots/compare_cdf_pdf_layer_7.jpg,25362406.0,1,GenGamma,practically_pass,pass,
41,8,syntheticMRI3D,full,wavelet,dad,,medical,55.83345,46.389084,80.71121,213093688.0,0.1,1.7,0.08,2.1,2.7710223965409983e-20,0.0026044400844745,9.303414483735194e-05,0.0019315750902819,499996.0,133.44908,13.199213,557.1978,1.0,0.055339724484053374,0.08,0.6,1.1666666666666665,45.0,3.76004,0.0494991,0.0,3.32729,0.0230061,0.0,2.61078,0.0216704,0.0,0.0,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/dad/plots/compare_cdf_pdf_layer_8.jpg,213093688.0,1,GenGamma,practically_pass,pass,
42,2,syntheticMRI3D,full,wavelet,dda,,medical,,,,0.0,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/dda/plots/compare_cdf_pdf_layer_2.jpg,0.0,0,nan,trivial_failure,low samples,
43,3,syntheticMRI3D,full,wavelet,dda,,medical,494039.78,407189.34,588713.56,564.0,0.8,2.6,0.87,2.3,89062.84285370112,0.0132723788899743,0.0568820832907503,0.0132152265139611,10834.0,0.88256,0.16585357,1.6045134,1.0,0.39050462842959227,0.1,2.0,2.333333333333333,155.0,645.302,0.0169424,0.996147,571.856,0.027796,0.765267,476.919,0.0309038,0.642653,0.99995246,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/dda/plots/compare_cdf_pdf_layer_3.jpg,564.0,1,GenGamma,trivial_failure,low samples,
44,4,syntheticMRI3D,full,wavelet,dda,,medical,400323.56,368729.16,432666.44,22538.0,0.1,2.0,0.1,2.0,3.9573007505814575e-11,0.0097463643295245,0.0090389255084191,0.0097463643295245,19015.0,7.5909405,6.9264545,8.314296,0.0,0.0,0.09,0.1,35.0,43.33333333333333,345.619,0.0479396,1.8807e-45,307.118,0.024997,1.14812e-12,245.035,0.0169839,4.45634e-06,0.027453998,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/syntheticMRI3D/full/wavelet/dda/plots/compare_cdf_pdf_layer_4.jpg,22538.0,1,GenGamma,practically_pass,pass,
