,group,dataset,subset,transform,orientation,channel,dataset_type,obs_var,var_lower,var_upper,total_samples,initial_r,initial_eta,best_r,best_eta,best_scale,kstest_stat_initial,kstest_stat_cutoff_0.05,kstest_stat_best,n_pval_0.05,obs_kurt,kurt_lower,kurt_upper,intersect_roi,hull_area,hull_r_lower,hull_r_upper,hull_beta_lower,hull_beta_upper,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma,github_plot,total_samples,beat_all_priors,best_prior,failure_category,failure_type,which_ones
10,2,ravdess,1e5geocomp,fft,,male,speech,400631716371793.0,359302810197807.44,446214562556384.3,2880.0,0.1,14.0,0.11,14.0,6.889972018603201e-06,0.006903771906857,0.0252480482623505,0.00664083210687,41517.0,8.316573902865628,5.7575187335949405,10.650913365884168,0.0,3.505348848982051e-05,0.1,0.12,129.16666666666666,155.0,1000000.0,0.42984,0.0,1000000.0,0.39369,0.0,1000000.0,0.37098,0.0,0.99950333,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/male/plots/compare_cdf_pdf_layer_2.jpg,2880.0,1,GenGamma,,,
11,5,ravdess,1e5geocomp,fft,,male,speech,946126933927359.0,832220394094179.8,1067497895547224.8,8640.0,0.1,3.3,0.1,3.3,0.0028023859322808,0.0140087094081284,0.014591379330558,0.0140087094081284,9720.0,21.399463180406244,18.45286113840961,24.572022472496712,0.0,5.3404656223930155e-05,0.09,0.11,40.0,57.777777777777786,1000000.0,0.409689,0.0,1000000.0,0.372671,0.0,1000000.0,0.349222,0.0,0.066711001,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/male/plots/compare_cdf_pdf_layer_5.jpg,8640.0,1,GenGamma,,,
12,8,ravdess,1e5geocomp,fft,,male,speech,193453683221031.5,166965018617860.9,223524363416121.7,24480.0,0.1,5.0,0.1,5.0,3.577608627076069e-05,0.010485402553629,0.0086732787358375,0.010485402553629,17425.0,30.002403795245726,21.744311263613465,39.76915086625411,0.0,2.054257749660622e-05,0.1,0.11,55.45454545454545,70.0,1000000.0,0.350693,0.0,1000000.0,0.306198,0.0,1000000.0,0.282142,0.0,0.0091247217,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/male/plots/compare_cdf_pdf_layer_8.jpg,24480.0,1,GenGamma,,,
13,11,ravdess,1e5geocomp,fft,,male,speech,14384255303088.066,11623886054453.22,19145267724398.203,67680.0,0.2,8.5,0.19,8.7,6255.351001756841,0.0038803773181833,0.0052178990254114,0.0037085682377657,128485.0,100.20285300843204,14.093920822435994,274.10471472705643,0.0,0.001207731187482789,0.1,0.21,38.0,155.0,1000000.0,0.221922,0.0,1000000.0,0.177872,0.0,1000000.0,0.152816,0.0,0.30890299,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/male/plots/compare_cdf_pdf_layer_11.jpg,67680.0,1,GenGamma,,,
14,14,ravdess,1e5geocomp,fft,,male,speech,412631882902065.5,376327517331203.0,452412413494826.2,187200.0,0.1,1.3,0.1,1.3,0.3264440065308173,0.0186808773340726,0.0031380148313681,0.0186808773340726,5551.0,10.744118748534998,7.456208103428097,16.715038231370485,0.0,0.00013788982780136907,0.09,0.12,20.0,35.55555555555556,1000000.0,0.337804,0.0,1000000.0,0.295791,0.0,1000000.0,0.271928,0.0,3.531618899999999e-57,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/male/plots/compare_cdf_pdf_layer_14.jpg,187200.0,1,GenGamma,,,
15,17,ravdess,1e5geocomp,fft,,male,speech,388122981379094.4,365742185238809.4,412202092278038.7,519840.0,0.1,10.0,0.1,10.0,6.554588853506906e-07,0.0020031525111908,0.0018833128424659,0.0020031525111908,438615.0,3.3749157728985724,2.2798526596362536,6.281313864563966,0.0,0.00013216050486469482,0.09,0.13,85.38461538461539,155.0,1000000.0,0.424483,0.0,1000000.0,0.391073,0.0,1000000.0,0.368204,0.0,0.030806345,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/male/plots/compare_cdf_pdf_layer_17.jpg,519840.0,1,GenGamma,,,
16,20,ravdess,1e5geocomp,fft,,male,speech,73427182295489.95,67160777314396.05,81680621765748.86,1442880.0,0.1,8.0,0.1,8.0,6.954831661238213e-07,0.0023226763344748,0.001130503234731,0.0023226763344748,360720.0,11.90169263444532,5.121551915734878,40.059997151402456,0.0,0.00017450288601759782,0.09,0.12,72.0,155.0,1000000.0,0.341218,0.0,1000000.0,0.296043,0.0,1000000.0,0.27199,0.0,3.4608808e-07,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/male/plots/compare_cdf_pdf_layer_20.jpg,1442880.0,1,GenGamma,,,
17,23,ravdess,1e5geocomp,fft,,male,speech,11116873638858.572,10438272332158.877,11901477634706.352,4007520.0,0.1,12.0,0.1,12.0,3.885897301955009e-09,0.0008036548109996,0.0006783703088241,0.0008036548109996,3005640.0,4.427513188243492,2.4542377381221803,12.285350605596475,0.0,0.0010431376293968799,0.09,0.2,37.5,155.0,1000000.0,0.215988,0.0,1000000.0,0.171656,0.0,1000000.0,0.146689,0.0,0.011288274,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/male/plots/compare_cdf_pdf_layer_23.jpg,4007520.0,1,GenGamma,,,
18,26,ravdess,1e5geocomp,fft,,male,speech,3114393648514.944,2886461862881.7344,3378224171997.241,11121120.0,0.1,6.3,0.1,6.3,2.145205712404738e-07,0.0006164542568852,0.0004072312197337,0.0006164542568852,4691722.0,7.238748415729541,4.201064730921425,17.518762199169263,0.0,0.000975554808249455,0.09,0.2,28.5,135.0,1000000.0,0.0711707,0.0,1000000.0,0.0302426,0.0,968913.0,0.00802881,0.0,0.00042659838,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/male/plots/compare_cdf_pdf_layer_26.jpg,11121120.0,1,GenGamma,,,
19,30,ravdess,1e5geocomp,fft,,male,speech,35580456586.58633,32599962942.73297,38977033768.76475,8360640.0,0.1,3.4,0.1,3.4,1.879094916313933e-07,0.002217828843164,0.0004696703183341,0.002217828843164,391905.0,9.753954386053584,6.129089309831527,21.775108343341483,0.0,0.0023649807463309437,0.09,0.2,11.0,69.0,126977.0,0.0382703,0.0,111203.0,0.0118918,0.0,90596.4,0.00974988,0.0,3.8064191e-36,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/male/plots/compare_cdf_pdf_layer_30.jpg,8360640.0,1,GenGamma,,,
20,2,ravdess,1e5geocomp,fft,,normal_intensity,speech,268746194173039.7,244481162528340.62,296733980176657.5,3072.0,0.1,12.0,0.1,12.0,9.649863491485373e-08,0.0063080376692353,0.0244481425180827,0.0063080376692353,44286.0,6.709019009252323,2.892513407613905,10.921010931888294,0.0,0.0003437596439950908,0.09,0.2,72.49999999999999,155.0,1000000.0,0.420605,0.0,1000000.0,0.382393,0.0,1000000.0,0.359033,0.0,0.99965196,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/normal_intensity/plots/compare_cdf_pdf_layer_2.jpg,3072.0,1,GenGamma,,,
21,5,ravdess,1e5geocomp,fft,,normal_intensity,speech,536126300279723.7,449825981528169.6,632000376624921.5,9216.0,0.1,6.2,0.11,6.5,0.0015584944733143,0.0095605851401717,0.0141286441788202,0.009273463072119,20736.0,41.45094132078716,33.77470327205171,49.18478499393608,0.0,6.145577541234905e-05,0.1,0.11,66.36363636363636,135.0,1000000.0,0.403387,0.0,1000000.0,0.365618,0.0,1000000.0,0.341983,0.0,0.40389334,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/normal_intensity/plots/compare_cdf_pdf_layer_5.jpg,9216.0,1,GenGamma,,,
22,8,ravdess,1e5geocomp,fft,,normal_intensity,speech,81024726553361.3,64541833203080.88,102413563312544.86,26112.0,0.2,8.9,0.2,8.9,100000.0,0.0055028393143989,0.0083980771991561,0.0055028393143989,58752.0,79.6520794803518,32.60735878850571,121.64673010943086,0.0,0.0008864944289411294,0.1,0.2,51.50000000000001,155.0,1000000.0,0.342685,0.0,1000000.0,0.297973,0.0,1000000.0,0.273928,0.0,0.40633965,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/normal_intensity/plots/compare_cdf_pdf_layer_8.jpg,26112.0,1,GenGamma,,,
23,11,ravdess,1e5geocomp,fft,,normal_intensity,speech,11023422013304.93,8473029933928.203,15599619885257.91,72192.0,0.2,16.0,0.18,16.0,57.88917817262961,0.0030353180749971,0.0050522851228626,0.0028620161962478,231274.0,159.6461589983993,14.550794070534296,415.473311960115,0.0,0.0007501103348671147,0.14,0.23,41.50000000000001,125.0,1000000.0,0.204506,0.0,1000000.0,0.162361,0.0,1000000.0,0.136854,0.0,0.59429218,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/normal_intensity/plots/compare_cdf_pdf_layer_11.jpg,72192.0,1,GenGamma,,,
24,14,ravdess,1e5geocomp,fft,,normal_intensity,speech,249955571353169.2,225802996817993.9,276069427121946.0,199680.0,0.1,0.1,0.12,-0.2,56512.561729872825,0.0282786246376377,0.0030383972564132,0.0271179988540887,2632.0,13.192874527601573,10.236112994213237,17.54005218253848,1.0,0.0003627878300400579,0.08,0.12,10.0,25.0,1000000.0,0.225314,0.0,1000000.0,0.182,0.0,1000000.0,0.158192,0.0,5.336515799999998e-128,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/normal_intensity/plots/compare_cdf_pdf_layer_14.jpg,199680.0,1,GenGamma,,,
25,17,ravdess,1e5geocomp,fft,,normal_intensity,speech,387454656843114.7,363130049448554.3,413846827376254.2,554496.0,0.1,7.1,0.1,7.1,1.0566334762181209e-05,0.0050545608742426,0.0018235196950178,0.0050545608742426,69312.0,4.38602903997802,2.848983658130254,8.83430299878703,0.0,9.963429848862657e-05,0.09,0.11,74.54545454545453,115.0,1000000.0,0.414631,0.0,1000000.0,0.379468,0.0,1000000.0,0.356276,0.0,9.8755013e-13,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/normal_intensity/plots/compare_cdf_pdf_layer_17.jpg,554496.0,1,GenGamma,,,
26,20,ravdess,1e5geocomp,fft,,normal_intensity,speech,82776272831579.88,76808170985546.22,89377025556202.86,1539072.0,0.1,6.9,0.1,6.9,2.6782493587010093e-06,0.0018891136853122,0.0010946086057686,0.0018891136853122,547843.0,6.70317641695857,4.336492721708312,12.764983618379851,0.0,0.00018341743427274915,0.09,0.12,66.66666666666667,144.99999999999997,1000000.0,0.345773,0.0,1000000.0,0.301114,0.0,1000000.0,0.277075,0.0,3.3861217e-05,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/normal_intensity/plots/compare_cdf_pdf_layer_20.jpg,1539072.0,1,GenGamma,,,
27,23,ravdess,1e5geocomp,fft,,normal_intensity,speech,7691854197036.042,7271829090929.353,8154132985135.925,4274688.0,0.2,7.6,0.2,7.6,31173.20724832663,0.0005364161503852,0.0006568305067154,0.0005364161503852,6412032.0,2.935630606458866,1.7097972640117682,6.843271512085194,0.0,0.001178760837031512,0.1,0.21,36.0,155.0,1000000.0,0.192243,0.0,1000000.0,0.150059,0.0,1000000.0,0.124563,0.0,0.17069951,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/normal_intensity/plots/compare_cdf_pdf_layer_23.jpg,4274688.0,1,GenGamma,,,
28,26,ravdess,1e5geocomp,fft,,normal_intensity,speech,3254714997040.671,3037562624455.173,3506742913961.898,11862528.0,0.1,7.4,0.1,7.4,6.403947735675666e-08,0.0006343875701389,0.0003943003939847,0.0006343875701389,4448448.0,5.652776519125885,3.258411879559401,15.07196183030267,0.0,0.00112186863998082,0.09,0.2,29.0,155.0,1000000.0,0.0809241,0.0,1000000.0,0.0419892,0.0,1000000.0,0.0138241,0.0,0.00014261422,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/normal_intensity/plots/compare_cdf_pdf_layer_26.jpg,11862528.0,1,GenGamma,,,
29,30,ravdess,1e5geocomp,fft,,normal_intensity,speech,45080710644.99422,41578924227.59538,48957695258.881294,8918016.0,0.2,1.1,0.19,1.2,18956.13225186484,0.0024258768406397,0.0004547569434805,0.0021487152457839,418032.0,7.9180795673652575,5.261426857930637,16.343210317308877,0.0,0.001980170100984474,0.1,0.21,11.999999999999998,75.0,147542.0,0.0369271,0.0,129349.0,0.0103521,0.0,105378.0,0.00899381,0.0,3.4425925000000003e-36,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/normal_intensity/plots/compare_cdf_pdf_layer_30.jpg,8918016.0,1,GenGamma,,,
30,2,ravdess,1e5geocomp,fft,,statement_1,speech,333444701330276.8,300516945263198.75,370099651630890.7,2880.0,0.1,14.0,0.1,14.0,2.4498965952863155e-08,0.0064618968730114,0.0252480482623505,0.0064618968730114,46705.0,7.660363503186453,4.77183765026311,10.56713504551453,0.0,9.136846622083709e-05,0.1,0.12,83.00000000000001,155.0,1000000.0,0.420781,0.0,1000000.0,0.384435,0.0,1000000.0,0.361013,0.0,0.99970011,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/statement_1/plots/compare_cdf_pdf_layer_2.jpg,2880.0,1,GenGamma,,,
31,5,ravdess,1e5geocomp,fft,,statement_1,speech,819938283156712.4,725888055271888.6,921245379890801.0,8640.0,0.1,3.1,0.12,2.7,26.788656307905526,0.0133748651045693,0.014591379330558,0.0125550056690988,12301.0,19.40236237640044,15.954966750450772,23.2813633279436,0.0,0.00012678923674749784,0.09,0.11,38.18181818181818,64.0,1000000.0,0.412904,0.0,1000000.0,0.375295,0.0,1000000.0,0.351878,0.0,0.13011475,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/statement_1/plots/compare_cdf_pdf_layer_5.jpg,8640.0,1,GenGamma,,,
32,8,ravdess,1e5geocomp,fft,,statement_1,speech,174325707606085.16,150763214657652.2,201747375683303.9,24480.0,0.1,6.1,0.1,5.9,1.024447121082236e-05,0.0104254913978704,0.0086732787358375,0.0099791510805245,18360.0,30.079570984883155,19.44679048176529,42.54058878390936,0.0,4.98578332469515e-05,0.1,0.11,65.45454545454545,85.99999999999999,1000000.0,0.354993,0.0,1000000.0,0.311022,0.0,1000000.0,0.286982,0.0,0.015158779,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/statement_1/plots/compare_cdf_pdf_layer_8.jpg,24480.0,1,GenGamma,,,
33,11,ravdess,1e5geocomp,fft,,statement_1,speech,13470308019821.115,10790951854379.545,18193634758808.83,67680.0,0.2,8.5,0.2,8.5,24307.43620511325,0.0035438982524946,0.0052178990254114,0.0035438982524946,152280.0,111.27512389522276,12.746414370379105,303.04317262927776,0.0,0.0011771935653087753,0.1,0.21,37.5,155.0,1000000.0,0.216803,0.0,1000000.0,0.173185,0.0,1000000.0,0.14813,0.0,0.36229365,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/statement_1/plots/compare_cdf_pdf_layer_11.jpg,67680.0,1,GenGamma,,,
34,14,ravdess,1e5geocomp,fft,,statement_1,speech,210317515796253.25,185497484590228.1,237838636115069.47,187200.0,0.1,-0.1,0.1,-0.13,56.43832217636883,0.0221642593799102,0.0031380148313681,0.0217813298674848,3699.0,21.095875021739992,14.89196350994981,31.759671002785858,1.0,0.00013298842280184617,0.08,0.1,13.4,22.5,1000000.0,0.197937,0.0,1000000.0,0.151669,0.0,1000000.0,0.127634,0.0,1.3964557999999996e-77,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/statement_1/plots/compare_cdf_pdf_layer_14.jpg,187200.0,1,GenGamma,,,
35,17,ravdess,1e5geocomp,fft,,statement_1,speech,397442867168409.5,372386158703581.6,424853832215066.8,519840.0,0.1,6.0,0.1,6.0,3.966808139309801e-05,0.0084755976308954,0.0018833128424659,0.0084755976308954,26019.0,4.485500868850188,2.9684629251384567,8.68849885800456,0.0,2.078979516771781e-05,0.1,0.11,64.54545454545455,84.0,1000000.0,0.406874,0.0,1000000.0,0.371714,0.0,1000000.0,0.348527,0.0,7.282297400000002e-33,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/statement_1/plots/compare_cdf_pdf_layer_17.jpg,519840.0,1,GenGamma,,,
36,20,ravdess,1e5geocomp,fft,,statement_1,speech,100914320150986.6,93513398311546.06,109443544674482.88,1442880.0,0.1,6.8,0.1,6.8,3.725127459980338e-06,0.0015232540486563,0.001130503234731,0.0015232540486563,811620.0,7.096150305305166,4.153750752847242,17.413889316013883,0.0,0.00016488359060981745,0.09,0.12,65.83333333333334,144.99999999999997,1000000.0,0.357435,0.0,1000000.0,0.313661,0.0,1000000.0,0.28966,0.0,0.0024695838,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/statement_1/plots/compare_cdf_pdf_layer_20.jpg,1442880.0,1,GenGamma,,,
37,23,ravdess,1e5geocomp,fft,,statement_1,speech,10926466619019.98,10272693949396.762,11679770117540.89,4007520.0,0.1,14.0,0.1,14.0,9.850284052527323e-10,0.0009892423916667,0.0006783703088241,0.0009892423916667,1902006.0,4.1626993551466045,2.253619989484913,11.547590597824128,0.0,0.0011944871268423057,0.1,0.2,38.0,155.0,1000000.0,0.21876,0.0,1000000.0,0.174396,0.0,1000000.0,0.149436,0.0,0.00078405252,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/statement_1/plots/compare_cdf_pdf_layer_23.jpg,4007520.0,1,GenGamma,,,
38,26,ravdess,1e5geocomp,fft,,statement_1,speech,1913935898325.405,1799400350679.32,2043673279601.3376,11121120.0,0.1,10.0,0.1,10.0,3.2322391374287602e-09,0.0004839793919398,0.0004072312197337,0.0004839793919398,8340840.0,4.036084483054169,2.3762181084034197,10.506545809844065,0.0,0.00133339493552987,0.09,0.2,26.499999999999996,155.0,1000000.0,0.041434,0.0,1000000.0,0.0134125,0.0,825839.0,0.012782,0.0,0.010920539,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/statement_1/plots/compare_cdf_pdf_layer_26.jpg,11121120.0,1,GenGamma,,,
39,30,ravdess,1e5geocomp,fft,,statement_1,speech,24334173515.2429,22446923494.95317,26411300542.93933,8360640.0,0.1,4.8,0.1,4.8,1.2091160758962412e-08,0.0020440279557855,0.0004696703183341,0.0020440279557855,440892.0,7.790594109787522,5.248074254706088,15.419884867460112,0.0,0.0023514037950005916,0.09,0.2,13.5,98.99999999999999,112894.0,0.0321382,0.0,98012.1,0.00742178,0.0,80394.1,0.00465987,4.080079999999998e-158,9.111831400000004e-31,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results-audio/case-studies/ravdess/1e5geocomp/fft/statement_1/plots/compare_cdf_pdf_layer_30.jpg,8360640.0,1,GenGamma,,,
